Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
DL,1949,RDU,ATL,5,360,91,0
OH,6594,BHM,LGA,2,360,160,0
F9,192,DAY,DEN,5,375,189,
HA,123,HNL,LIH,6,456,36,0
AA,454,ORD,RDU,6,880,110,1
XE,2383,IAH,MSP,3,685,158,0
FL,777,ATL,LAS,2,660,285,0
US,1021,LGA,CLT,7,495,127,1
AS,324,SEA,SJC,3,570,131,0
XE,2809,IAH,CRP,3,935,59,1
US,2138,LGA,BOS,4,1080,75,0
DL,2049,ATL,SFO,7,505,335,0
CO,817,MSY,EWR,6,360,172,0
WN,2808,PDX,SLC,5,390,105,1
WN,647,TUL,DAL,4,660,60,0
US,636,PHX,PIT,6,40,226,0
FL,259,ATL,FNT,5,610,122,0
DL,1977,ORD,ATL,2,1069,126,1
OO,4800,SLC,LAX,3,400,125,1
DL,2775,STL,DTW,4,1075,95,
WN,1761,STL,MCI,4,940,65,1
B6,572,PBI,HPN,7,435,158,0
MQ,4138,PIT,ORD,3,1180,105,0
9E,4128,RDU,BDL,4,1140,125,1
WN,2155,SMF,BUR,6,535,70,1
MQ,4153,AVP,ORD,3,830,135,0
XE,5943,ORD,CLE,2,1090,76,1
OO,6984,CLD,LAX,4,912,43,1
AA,876,ORD,BOS,4,395,135,0
WN,138,LAS,DEN,7,375,115,
WN,1061,MAF,ABQ,4,445,70,0
UA,723,DFW,DEN,4,931,127,
OO,6577,DEN,COS,4,1195,35,0
WN,853,LAS,SFO,3,610,105,1
YV,2980,PHX,OMA,2,805,159,1
WN,1107,STL,MCO,2,485,140,1
FL,50,LAX,ATL,4,861,249,1
OO,6609,DEN,ASE,2,985,44,0
AA,1060,STL,LGA,3,1145,135,1
9E,3764,MLI,DTW,5,625,97,
OO,4527,MSP,BNA,6,620,135,0
XE,3085,PVD,EWR,2,620,68,1
MQ,3743,ORD,MSP,2,1050,95,1
YV,7280,BTV,ORD,1,1005,154,1
DL,2191,ATL,TPA,3,770,85,1
MQ,4082,ORD,ICT,4,1115,120,0
DL,2220,ORD,DTW,5,615,87,
9E,3651,DTW,CMH,2,455,64,0
WN,857,MKE,BWI,3,500,120,0
EV,7320,SHV,MEM,6,390,66,0
AA,865,AUS,DFW,1,655,65,
AS,512,SEA,SNA,5,870,159,0
XE,5958,ORD,CID,6,720,56,0
AS,582,PDX,SNA,2,425,144,0
AA,1262,SNA,ORD,7,1035,225,1
WN,247,PHX,SAN,2,1205,65,1
WN,1431,BHM,TPA,6,465,85,0
B6,1304,IAD,JFK,5,451,73,1
WN,151,PDX,SMF,7,695,85,1
CO,374,SAN,IAH,4,697,186,1
MQ,4281,ORD,EVV,2,710,65,0
UA,84,HNL,LAX,7,1294,331,0
AA,674,ORD,MIA,5,335,185,1
AA,823,ICT,DFW,2,885,80,
AA,808,DFW,IAH,4,725,65,0
XE,2584,ATL,EWR,7,1020,137,1
AS,561,LAX,PDX,5,370,147,0
DL,1258,ATL,JAX,5,645,74,1
US,1753,CLT,TPA,6,1070,99,1
F9,551,DEN,SAN,1,1088,141,1
EV,4989,CVG,DEN,3,1235,186,
XE,2153,EWR,BNA,3,600,157,1
HA,47,OAK,HNL,4,535,335,0
DL,2863,JFK,LAX,5,720,370,0
MQ,2888,CRP,DFW,1,735,80,
UA,272,SFO,LAX,2,442,92,0
WN,1224,TPA,PIT,3,1200,140,1
WN,2153,MCI,LAS,6,480,195,0
WN,1836,BNA,ORF,1,1205,95,1
9E,4285,OKC,MSP,3,941,131,0
MQ,4434,DTW,LGA,1,925,110,0
DL,2072,ATL,MSP,5,960,166,1
OO,4854,SLC,IDA,5,1010,55,0
9E,3761,ITH,DTW,3,735,92,
AA,1088,BNA,LGA,4,420,125,0
WN,684,PHX,LAX,5,1055,80,1
WN,1526,JAX,FLL,7,520,70,1
YV,2704,RIC,CLT,6,960,81,0
WN,1766,SLC,SEA,1,525,135,0
DL,16,LAX,ATL,4,470,251,1
CO,481,CLE,LAS,2,530,279,0
XE,2837,MCI,CLE,3,1192,105,1
YV,2643,CLT,MEM,1,1355,116,1
AA,1589,BNA,DFW,4,775,125,
EV,7106,ROC,IAD,2,370,80,0
MQ,4436,BNA,DCA,5,390,105,0
FL,722,MSY,BWI,7,1032,139,0
AS,153,OTZ,OME,2,1177,45,0
EV,5353,ATL,JAN,3,1155,91,0
AA,1887,DFW,LAS,4,395,175,0
9E,4254,MSP,MOT,5,680,95,0
AS,330,SEA,SJC,7,1195,126,0
OO,6819,DEN,HLN,2,1306,114,0
OO,6631,ORD,MKE,5,623,42,1
US,630,PHX,PIT,1,815,229,0
EV,4948,ATL,SWF,3,1076,137,1
MQ,4336,ORD,EVV,5,535,70,1
WN,1110,MDW,LAX,6,605,280,0
OH,6333,ROC,DTW,4,930,92,
UA,800,SJU,IAD,1,500,240,1
OO,6375,CMX,ORD,5,883,82,0
WN,1643,SNA,SJC,6,715,75,1
MQ,4068,ORD,MSN,2,1270,50,1
DL,2885,MKE,MSP,3,1170,83,0
AA,1371,IAD,DFW,5,615,215,
AA,481,DEN,DFW,5,795,115,
DL,1945,DCA,DTW,4,900,100,
F9,834,SEA,DEN,7,893,152,
WN,1165,PHX,LIT,4,960,160,1
DL,2073,CMH,ATL,5,485,100,0
MQ,3690,MIA,CLE,4,1200,175,0
US,224,BOI,PHX,7,807,118,1
F9,282,DEN,STL,1,1140,119,0
B6,844,FLL,IAD,2,1066,145,1
AA,2546,MCO,JFK,4,505,150,0
FL,1188,MCO,MLI,6,465,167,0
EV,4988,XNA,MEM,2,700,67,0
US,279,PHX,IAH,4,1355,150,0
DL,2538,HOU,ATL,2,390,123,1
XE,5982,ORD,SGF,7,715,94,1
XE,5957,ORD,GRB,1,789,53,1
XE,2208,MCI,EWR,3,380,157,0
WN,408,STL,MCO,2,945,140,0
MQ,3249,SGF,DFW,6,540,95,
9E,3929,AZO,MSP,5,445,106,0
WN,2786,OAK,ONT,3,635,70,1
US,1978,IAH,CLT,5,940,148,1
UA,57,LAX,KOA,6,547,353,1
AA,1826,PSP,DFW,6,885,170,
DL,1161,ATL,SNA,4,1130,306,0
OO,6821,RDD,SFO,5,594,69,1
MQ,3012,LAX,DEN,2,955,145,
XE,3082,IAH,SDF,7,825,124,1
DL,1792,SAN,ATL,6,1365,236,0
WN,931,MCI,DEN,2,1140,115,
UA,951,IAD,LAX,5,1055,335,0
WN,1427,MSY,LAS,3,1065,240,1
MQ,4369,CVG,ORD,4,1040,80,0
XE,2517,SAV,EWR,3,1160,127,0
EV,5484,ATL,TYS,2,600,65,1
WN,1086,HOU,TPA,5,1205,110,1
WN,3668,PHX,ONT,5,805,70,1
UA,150,SFO,ORD,5,998,257,1
MQ,4262,RDU,ORD,4,810,140,1
FL,314,ATL,CLT,5,890,66,1
MQ,4535,CMH,LGA,3,475,105,0
OO,6722,DEN,TYS,7,610,158,1
CO,226,IAH,BWI,7,610,170,1
OO,7048,DEN,ICT,7,617,80,0
OO,4870,SLC,DEN,4,1210,83,
WN,1684,MKE,BWI,5,880,120,1
XE,2201,CLE,RIC,3,1145,75,0
DL,674,STT,ATL,2,952,253,0
9E,3659,ALB,ATL,3,345,183,0
XE,5891,ORD,TYS,2,1143,90,1
CO,1003,CLE,MCO,4,450,152,0
EV,5046,AGS,ATL,3,702,67,0
DL,2114,SEA,MSP,2,770,204,0
OH,6612,SYR,JFK,5,1032,103,0
DL,2369,ATL,MCO,2,780,88,1
CO,1434,PHX,EWR,2,720,276,1
US,659,PHL,SFO,5,600,390,0
DL,1874,ATL,IAD,2,1150,113,0
WN,1181,HOU,PHX,1,795,175,0
WN,1374,MDW,MCI,6,850,90,1
DL,1753,BWI,MSP,2,515,167,1
OO,6696,MTJ,DEN,4,961,54,
MQ,2945,DFW,GRR,6,530,140,1
OO,6950,PSP,LAX,7,360,47,0
WN,852,BUR,SJC,3,1055,65,0
MQ,4029,ORD,JAX,5,1175,145,1
WN,1044,PIT,LAS,7,495,310,0
B6,1600,BOS,DCA,2,450,102,0
DL,1822,DFW,DTW,2,1050,150,1
AA,285,LAX,LIH,2,985,355,1
OO,6232,FAT,LAS,1,365,77,0
WN,18,MCI,FLL,6,695,180,1
AA,2513,DFW,DEN,4,1115,125,
9E,4045,HPN,ATL,2,435,158,0
WN,1025,PHX,MHT,2,770,285,1
OO,6810,YUM,LAX,3,927,80,1
AA,1905,DCA,DFW,4,600,225,
OO,6686,DEN,BIS,7,1286,93,0
CO,1589,IAH,SAN,5,865,210,1
OH,6367,CHS,ATL,2,605,85,0
CO,84,ATL,EWR,3,730,140,1
US,577,TPA,PHX,5,1050,278,0
DL,2451,ATL,SDF,6,1305,87,0
WN,618,DEN,SAN,4,1315,145,1
FL,816,BOS,BWI,3,750,88,0
F9,421,ATL,DEN,7,966,204,
OO,4657,LEX,MSP,5,390,130,0
MQ,3610,BHM,MIA,7,785,110,1
MQ,3482,LIT,DFW,6,670,70,
DL,1650,MSP,PHL,5,925,165,1
HA,555,OGG,HNL,2,1235,33,0
DL,2015,IAD,ATL,3,970,125,1
OO,6734,DEN,CID,1,699,111,0
OO,4714,CPR,SLC,3,385,73,0
MQ,3376,DFW,MSN,4,1095,130,0
DL,1632,SLC,SAN,7,1310,119,1
EV,5399,DSM,ATL,6,606,126,1
XE,3118,EWR,CHS,3,835,124,0
WN,1918,CMH,BWI,6,1050,70,0
DL,2949,DTW,SEA,5,920,300,0
XE,2903,LFT,IAH,5,480,75,0
AA,1981,DFW,TUS,7,850,145,0
DL,2399,ATL,RIC,3,758,92,0
DL,2725,MSP,SLC,5,865,169,1
DL,141,JFK,MIA,7,898,199,0
EV,4957,ATL,MOB,4,1366,74,0
US,5,SNA,PHX,3,600,75,0
WN,3405,ONT,SJC,1,940,70,1
FL,996,BOS,MKE,2,415,160,0
B6,670,LAX,JFK,7,450,309,0
WN,1667,SNA,SMF,2,745,90,1
DL,2663,JFK,LAX,5,420,394,0
FL,635,BWI,DAY,6,953,88,0
AA,231,MIA,LAX,3,1080,350,0
WN,760,SFO,LAX,1,740,80,1
WN,47,OKC,DAL,2,1000,55,0
B6,18,FLL,JFK,4,616,158,1
9E,3886,TYS,ATL,3,390,67,0
DL,1683,SLC,LAS,5,660,87,1
EV,7137,CAE,IAD,1,1167,83,1
MQ,2901,DFW,LBB,1,1110,70,0
HA,377,HNL,LIH,6,1196,36,0
WN,1745,SEA,DEN,6,420,160,
US,1509,CLT,PHX,2,681,278,1
OO,6683,ASE,DEN,1,640,55,
WN,143,SAN,OAK,1,1120,90,1
B6,184,SAN,JFK,1,761,319,0
WN,1680,LAS,OAK,1,1080,90,1
MQ,3294,JAN,DFW,5,870,95,
AA,1270,LAX,MIA,1,1280,280,0
UA,254,DEN,ORD,1,1029,144,1
AA,648,SJU,JFK,6,560,245,0
XE,5981,ATW,ORD,4,1094,60,0
WN,479,PHX,AUS,2,905,135,1
OO,6284,ABQ,LAX,4,1151,125,1
WN,1628,STL,MDW,4,680,60,1
AS,120,ANC,SEA,7,450,209,1
OO,6657,ORD,SPI,4,1314,53,1
US,638,PHX,ONT,4,890,74,0
OO,4601,IDA,SLC,7,480,68,0
WN,511,MDW,BOS,2,985,140,1
FL,205,ATL,CAK,6,1250,100,1
DL,1104,HNL,SLC,4,1335,366,0
DL,2736,PHX,MEM,5,550,182,0
AA,2455,ORD,PHX,6,450,240,1
OO,6515,SFO,LMT,5,441,87,0
WN,1761,RSW,STL,2,815,160,1
AA,820,EGE,MIA,4,790,245,0
XE,2941,DFW,IAH,6,635,64,0
WN,2450,LAS,SNA,2,840,70,0
OO,6340,AVL,ORD,4,981,109,1
WN,2382,BWI,PVD,4,865,70,1
OO,6365,MSN,ORD,4,1038,61,0
9E,4371,SAV,DTW,4,735,142,0
WN,2762,SAN,SAT,5,680,155,1
9E,4331,CMH,MSP,6,750,123,1
OO,6610,GJT,DEN,3,1018,57,
MQ,3898,DCA,ORD,7,750,125,0
F9,650,SFO,DEN,5,380,150,
EV,4971,OMA,ATL,3,1045,145,0
WN,890,SAN,SFO,4,1215,90,1
US,704,PHX,CLT,5,800,234,1
WN,3332,BNA,LAS,5,890,260,1
WN,54,HOU,DAL,7,1170,60,1
MQ,4357,ORD,GRB,3,1030,60,0
DL,2776,MEM,MSY,3,1180,77,0
UA,846,IAD,SFO,2,490,362,0
EV,7133,ORD,SBN,4,806,39,1
OO,4453,SLC,PDX,7,1010,112,0
AS,633,PHX,SEA,3,895,187,1
US,1585,PHL,MCO,1,690,154,0
WN,3487,JAX,BHM,5,740,75,1
MQ,3375,DFW,FSM,2,1020,60,0
DL,2920,MSY,DTW,3,675,148,1
AS,322,SEA,SJC,3,405,127,0
AA,1321,IAD,MIA,1,1015,170,0
YV,1043,ITO,HNL,2,1270,47,0
DL,1054,ATL,SAV,5,1300,66,1
AA,1654,DFW,SNA,4,980,200,0
OO,6604,SAT,SFO,5,425,238,0
DL,2644,SAN,MSP,5,870,222,0
WN,2218,ALB,MCO,6,525,195,1
YV,1033,HNL,KOA,3,705,40,0
WN,2770,MCO,BWI,6,1145,125,1
WN,1971,MSY,HOU,4,1195,70,0
XE,2148,BNA,EWR,4,725,129,1
OO,7023,CMH,ORD,7,831,79,0
WN,1755,SJC,LAX,3,1200,70,0
WN,1367,RSW,MCO,6,925,50,1
EV,5214,ATL,CLE,2,590,112,0
EV,5162,ATL,FAY,1,1137,77,1
US,90,ORD,PHX,1,645,228,0
AA,297,LAX,HNL,4,995,365,1
EV,4959,ATL,ABY,7,1236,55,0
AA,735,DCA,MIA,1,1090,160,1
XE,2866,MKE,IAH,5,846,174,0
YV,2827,MEM,PHX,6,870,214,0
F9,373,MKE,DEN,4,1139,153,
AA,1394,DFW,FLL,4,540,155,0
MQ,3358,XNA,DFW,3,480,75,
MQ,2922,BRO,DFW,3,1020,95,
WN,607,BUF,MDW,7,805,110,0
DL,1899,ATL,BNA,5,910,67,1
WN,729,GEG,LAS,5,630,140,1
WN,1216,MCO,BNA,3,1105,120,1
DL,1537,ATL,MDW,2,1035,117,0
AA,1548,DFW,DCA,2,885,170,0
EV,5521,PHL,MEM,2,360,175,1
US,76,PHL,SEA,7,1240,362,1
B6,1005,BOS,JFK,6,441,75,1
WN,1138,SJC,PDX,3,1250,105,0
9E,4082,DTW,ORF,2,840,114,0
DL,1645,DCA,DTW,1,588,99,1
WN,249,LAX,SAT,2,490,165,1
WN,474,ORF,BNA,4,770,125,1
XE,2868,STL,EWR,2,1020,145,0
WN,3137,LAS,STL,7,1060,185,1
EV,5505,GSP,ATL,4,840,77,0
UA,650,BDL,IAD,3,360,94,0
OO,6314,DEN,ASE,4,1067,44,1
CO,1793,CMH,IAH,3,1055,171,0
DL,2235,DTW,MSP,3,1045,120,0
AA,2291,EGE,LAX,1,805,135,0
DL,1893,DTW,ATL,2,535,134,1
OH,6583,MDW,MSP,7,985,96,0
WN,1389,MDW,MCO,6,625,160,1
UA,980,ORD,LAS,3,501,246,0
DL,1927,ATL,FLL,1,800,111,1
OH,6574,JFK,CLE,5,1075,131,1
AA,784,MFE,DFW,4,1115,95,
OO,4749,SLC,ONT,7,913,98,0
CO,1,IAH,HNL,3,565,505,1
F9,387,FLL,DEN,4,902,264,
OO,7026,SPI,ORD,1,801,58,0
WN,827,DEN,TUL,7,1090,90,1
B6,622,HOU,JFK,2,945,204,0
WN,1105,PIT,MCO,7,1295,140,1
MQ,3492,LIT,DFW,4,935,75,
WN,1033,LAS,SAN,3,975,65,1
OO,6667,SFO,MCI,4,1016,199,1
OO,6314,DEN,ASE,3,1067,44,1
WN,490,OMA,MDW,4,915,80,1
MQ,2789,DFW,SGF,1,1065,75,0
US,329,SNA,PHX,3,975,75,0
WN,690,DEN,BWI,3,395,205,0
WN,1771,BWI,TPA,5,950,155,1
9E,4188,ATL,ROC,2,1050,123,0
OO,4657,SLC,SJC,4,691,128,0
US,1129,RIC,CLT,3,1190,78,0
OO,7021,PHX,LAX,1,360,85,0
AA,2206,DFW,IAD,5,1040,160,0
CO,347,ORD,IAH,2,485,165,1
US,2142,LGA,BOS,7,1200,75,0
DL,322,LAS,JFK,7,1319,291,1
MQ,4235,ORD,DSM,4,570,75,
WN,601,TUS,DEN,4,990,115,
AA,593,ORD,PHX,5,965,235,0
WN,2010,DEN,SJC,1,1175,165,1
WN,1976,BWI,IND,7,835,110,1
AA,546,DFW,MIA,6,1185,160,0
UA,763,DEN,SAN,1,695,149,1
XE,2442,IAH,LFT,3,945,54,0
MQ,3208,DFW,GRK,1,510,50,0
OO,6606,GTF,DEN,6,448,112,
US,1831,CLT,MIA,5,700,132,0
DL,1202,PBI,ATL,6,738,112,0
CO,556,LAX,CLE,4,645,262,1
UA,727,IAD,TPA,2,1324,145,0
EV,5034,ATL,VLD,3,590,80,0
DL,2503,DTW,FLL,4,840,178,0
FL,113,ATL,DFW,1,901,146,
WN,1791,MDW,TPA,7,1010,160,1
DL,1814,LAX,CVG,1,665,250,1
US,250,SAN,PHX,7,390,84,0
DL,1561,PHL,ATL,4,840,149,0
CO,454,FLL,CLE,3,1165,170,0
XE,2469,IAH,CRP,2,475,65,0
EV,7382,CVG,ATL,7,1225,98,0
WN,581,JAX,TPA,2,1000,55,1
MQ,3618,TLH,MIA,5,1100,80,0
US,1464,CLT,ORD,7,1080,124,1
US,374,CLT,JFK,5,785,119,0
MQ,3908,CRW,ORD,3,360,105,1
9E,4297,DTW,BNA,1,435,110,0
WN,1734,FLL,BUF,6,815,185,1
US,127,PHX,LAS,5,655,67,0
UA,752,DEN,BWI,4,538,201,0
MQ,2886,LRD,DFW,2,1105,80,
CO,340,SLC,IAH,3,870,174,1
OO,6956,FAT,DEN,4,933,134,
WN,774,MDW,STL,2,1140,65,0
XE,2834,IAH,JAN,4,1011,75,1
OO,7799,COD,SLC,2,360,89,0
US,1798,LAS,PHL,7,1355,267,0
WN,901,PHX,SLC,3,995,95,1
US,335,LAX,PHX,1,470,88,0
AS,201,SJC,PDX,6,1145,108,1
AA,2545,OMA,DFW,7,490,130,
OO,6465,SLC,LAX,6,360,120,0
CO,1859,DCA,IAH,3,935,212,0
WN,1071,SJC,LAX,3,895,70,1
DL,2123,BOS,DTW,7,340,144,
CO,624,CLE,EWR,3,1185,107,1
US,1793,CLT,LAS,3,1195,288,1
WN,1362,SMF,DEN,5,1120,140,
MQ,3058,RNO,LAX,2,1145,90,1
AA,1677,ORD,SNA,5,1125,260,0
XE,2778,IAH,LIT,3,890,78,1
YV,7288,ATL,ORD,3,888,129,0
CO,1450,AUS,IAH,7,585,51,0
AA,2466,SFO,DFW,3,20,195,
YV,2733,PHX,PSP,1,950,90,0
WN,1575,BWI,PIT,4,630,60,1
AS,743,ATL,SEA,3,1090,325,1
AA,1367,HSV,DFW,3,1025,130,
FL,1205,RSW,MDW,7,720,176,0
DL,1714,ONT,ATL,5,1380,240,0
DL,2705,TUL,ATL,4,425,117,1
EV,5332,DTW,ELM,7,1079,78,1
XE,2304,IAH,GPT,6,770,68,1
XE,2190,MHT,EWR,3,370,82,0
OO,7029,SLC,SFO,3,671,143,1
FL,691,SRQ,ATL,5,749,94,0
OO,4750,SLC,HLN,4,1201,79,0
OO,3074,OMA,MKE,1,957,81,0
YV,1026,LIH,HNL,2,726,29,0
DL,1901,BOS,ATL,7,510,185,1
MQ,3994,RST,ORD,1,795,75,1
OO,6600,ORD,MKG,4,1079,51,0
OO,6347,ORD,ATW,3,902,49,0
AA,2435,ORD,PHX,2,815,235,0
DL,1222,SLC,ATL,3,1025,214,1
AS,87,SEA,ANC,1,600,218,0
MQ,4350,ORD,AZO,4,1245,50,0
FL,509,MKE,LGA,4,904,133,0
FL,261,MKE,DCA,5,520,99,
FL,517,ATL,CMH,6,610,96,0
AA,1126,DEN,MIA,7,530,225,0
B6,139,JFK,RSW,6,990,203,0
DL,116,TPA,ATL,7,881,97,1
OH,6267,CVG,MEM,6,750,100,0
OH,6264,CVG,XNA,5,565,125,1
EV,5273,MEM,JAN,2,875,63,0
MQ,3727,ORD,LIT,1,1305,110,1
WN,1052,LAS,OMA,3,985,160,1
WN,912,DEN,FLL,7,720,230,1
MQ,4568,BNA,DCA,4,985,95,
WN,705,OMA,STL,2,1030,70,1
UA,112,DEN,TPA,5,627,203,1
XE,2750,IAH,HSV,5,610,104,0
B6,233,SLC,LGB,4,690,109,0
EV,5502,ATL,VPS,6,893,77,0
AA,1056,TUL,DFW,3,360,70,
CO,655,PIT,IAH,5,500,195,0
AA,902,MIA,DFW,4,810,195,
AA,491,DFW,SMF,2,745,230,1
OO,6220,RNO,SFO,2,1238,69,0
XE,2935,AEX,IAH,3,1025,58,0
9E,3934,MEM,PIT,4,505,120,0
UA,515,ORD,SMF,6,1246,268,0
WN,1922,LAS,SJC,6,935,85,1
WN,469,SJC,ONT,7,965,70,0
AA,118,LAX,JFK,1,435,325,1
WN,912,SNA,DEN,2,485,140,
OO,4654,HLN,SLC,1,375,92,0
B6,346,SRQ,JFK,5,705,159,1
OH,6405,GSO,ATL,4,360,96,0
EV,4984,DCA,BOS,1,475,95,1
HA,207,KOA,HNL,6,729,42,0
UA,953,IAD,PHX,5,1070,311,1
DL,2055,SLC,ATL,2,50,210,0
EV,5503,CLE,ATL,2,340,120,0
DL,2342,ATL,EWR,4,1295,134,0
OO,4695,ORD,SLC,1,805,205,1
OH,6680,ATW,DTW,4,420,79,0
DL,1157,ATL,SRQ,4,515,102,0
OO,6958,CWA,ORD,4,802,68,0
AA,1051,PHX,MIA,4,510,245,0
EV,5292,DCA,BDL,4,953,80,0
XE,2266,EWR,DTW,5,630,122,0
OO,7019,PDX,SEA,3,1155,52,0
WN,934,SMF,SNA,2,990,85,0
OO,4517,BIL,SLC,7,455,84,0
US,1944,CLT,EWR,4,1335,103,1
XE,3004,MKE,CLE,7,965,73,1
AS,70,JNU,SIT,7,1335,41,1
XE,2057,SYR,EWR,2,1030,82,1
HA,301,ITO,HNL,4,887,49,1
OO,6628,DEN,BHM,6,670,147,1
OO,6661,SFO,MOD,7,925,36,1
OO,4607,SLC,MCI,7,630,142,1
WN,1599,SMF,LAX,4,455,80,1
OO,4554,GTF,SLC,3,375,94,0
DL,2537,BOS,MCO,4,887,205,0
MQ,3227,DFW,TYR,6,1025,45,0
DL,1727,ATL,FLL,4,598,123,1
DL,2963,MSP,ATL,7,860,152,1
US,940,SAN,PHX,2,980,75,0
US,641,PHX,ONT,3,525,74,0
MQ,3030,MRY,LAX,7,1025,65,0
US,1179,FLL,CLT,2,605,119,0
UA,174,ORD,RIC,1,1173,119,0
AA,1871,PBI,DFW,3,475,190,
MQ,4320,OKC,ORD,6,1025,135,1
OO,6370,ONT,SFO,4,1140,85,1
UA,651,ORD,SAN,4,1210,259,1
WN,1691,CLE,BWI,4,830,75,1
WN,437,BWI,BUF,1,640,65,1
US,623,STL,PHX,6,880,203,0
DL,2138,ATL,DCA,5,860,96,1
XE,5896,ORD,LAN,3,785,53,0
WN,1949,TPA,BHM,1,480,85,0
FL,785,PHF,LGA,7,1085,74,1
CO,1541,IAH,AUS,2,855,53,1
CO,783,BOS,IAH,2,605,269,1
XE,3082,SDF,EWR,3,1085,122,0
MQ,4514,DCA,BNA,4,895,120,0
MQ,3081,SAN,LAX,2,380,45,0
AA,504,DFW,MSY,2,1115,80,0
DL,1952,ATL,BNA,5,735,67,0
OO,6990,DEN,MAF,1,664,96,1
YV,2668,CLT,BNA,7,961,88,1
AA,1442,ORD,DCA,1,1000,105,1
B6,471,BOS,SJC,1,985,398,0
EV,4968,ATL,FAY,5,1310,76,0
B6,667,BUF,MCO,3,553,167,1
UA,20,SMF,DEN,1,466,153,
WN,871,DAL,AUS,5,520,55,0
WN,2871,ABQ,OAK,1,1150,155,1
YV,2703,SDF,CLT,1,405,86,0
OO,6446,LAX,SMX,7,960,56,0
WN,245,BDL,BNA,3,440,160,1
WN,28,MHT,TPA,5,420,220,0
WN,1840,TPA,MDW,3,1240,165,1
XE,2988,IAH,ATL,1,700,118,1
MQ,2815,DFW,SAV,7,1075,130,0
OO,4611,SLC,SFO,7,510,133,1
WN,1026,PVD,MCO,3,465,190,0
EV,5516,TUL,ATL,5,910,114,1
DL,2209,DTW,DFW,1,1180,190,
OO,6651,RNO,LAX,2,635,86,0
CO,595,IAH,LAX,4,1387,232,1
YV,1028,HNL,KOA,1,1025,40,0
XE,2748,IAH,MOB,4,965,79,0
CO,434,PHX,EWR,5,1415,264,1
CO,423,IAH,MSY,7,1230,66,0
9E,4397,TYS,ATL,7,532,78,0
WN,323,JAX,TPA,4,1040,55,1
OO,6393,DEN,FSD,5,1233,85,0
US,610,PHX,ATL,6,610,226,1
YV,2925,SBA,PHX,5,977,92,0
YV,2763,ELP,PHX,2,735,81,0
B6,117,JFK,MSY,4,415,204,0
CO,1103,ORD,EWR,7,720,129,1
UA,631,DCA,ORD,5,1185,132,0
HA,148,HNL,KOA,4,776,43,1
HA,260,HNL,ITO,6,891,52,1
YV,7309,SYR,ORD,2,410,140,0
MQ,4346,ROC,ORD,4,965,125,1
WN,630,LAS,LAX,5,815,65,1
WN,1866,LAX,SJC,1,475,65,0
CO,692,EWR,MCO,3,665,173,1
MQ,3023,LAX,SAN,3,1020,45,0
EV,5176,VPS,MEM,2,365,94,1
DL,1625,ATL,GPT,5,560,93,1
US,940,PHX,MSP,6,1190,184,0
OH,6567,DTW,XNA,1,940,144,0
WN,3763,OAK,SLC,2,410,105,0
US,968,SJU,CLT,1,945,226,0
UA,52,KOA,LAX,4,857,323,0
AS,605,LAS,SEA,2,790,164,0
AA,375,ATL,DFW,1,1175,155,
XE,2882,BNA,EWR,7,1190,125,0
DL,1007,MCI,ATL,1,1071,124,0
UA,673,LGA,ORD,2,600,160,0
DL,1721,DTW,TPA,3,1190,161,1
XE,2750,IAH,HSV,4,620,103,0
WN,2204,PHX,TUL,6,1050,135,0
FL,192,ATL,DCA,4,1000,99,
UA,6,SFO,JFK,1,425,335,0
DL,1304,STL,MSP,2,460,98,1
DL,2137,ATL,JAX,3,1232,70,1
B6,1009,BOS,JFK,7,885,80,0
AA,741,LGA,DFW,1,740,245,
OO,6633,DEN,TUS,3,1299,115,0
WN,2391,BNA,BHM,5,980,50,0
XE,2667,ATL,EWR,2,575,130,0
XE,2298,IAH,IND,4,935,133,1
OH,6599,BUF,JFK,3,575,99,0
FL,950,FLL,BWI,3,430,145,0
WN,1155,MCI,BNA,2,775,85,1
MQ,2897,FSM,DFW,1,930,65,
MQ,3917,ORD,ROC,1,970,100,1
OO,6712,DEN,DRO,5,1308,62,
US,680,CLT,EWR,1,800,114,1
XE,3117,EWR,DCA,2,1170,77,1
WN,1884,LAS,PHX,7,755,70,1
UA,206,ORD,MCO,6,547,166,1
OH,6280,EVV,CVG,5,510,54,0
CO,1703,LAX,EWR,7,515,315,1
WN,2903,BWI,MDW,3,1035,135,0
WN,2198,OKC,STL,2,425,80,0
FL,518,CMH,ATL,6,1110,100,0
WN,3070,PHL,MHT,2,465,75,0
XE,2285,MHT,CLE,7,1037,107,1
WN,1760,AUS,PHX,1,870,155,1
XE,2400,IAH,PHX,3,970,176,1
YV,2857,PHX,FLG,3,980,60,0
DL,2991,SLC,SNA,3,1305,117,1
OO,6307,DEN,DTW,4,1063,162,0
WN,1004,OAK,SEA,5,875,120,1
XE,3102,MAF,IAH,2,480,90,0
UA,151,IAD,ORD,3,746,132,0
EV,5325,LYH,ATL,7,826,94,1
OO,6639,DEN,BZN,3,870,109,1
WN,739,TPA,FLL,5,1060,60,0
EV,4968,HSV,ATL,5,1090,64,0
OO,4441,SLC,FCA,5,602,115,0
OH,6637,OMA,MEM,1,700,112,1
EV,5463,ECP,ATL,7,550,70,0
WN,3658,MCO,FLL,1,1275,55,1
WN,1116,BDL,LAS,2,810,355,1
