median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,binaryClass
-9999999,,23,2216,378,1006,338,40.51,P
66800,2.0469,10,1187,236,728,248,40.45,P
60400,2.0221,25,2596,557,1536,549,40.45,P
-9999999,1.3904,30,1270,365,840,324,40.44,P
59800,1.9943,21,2842,640,1658,608,40.43,P
63000,1.9657,20,2858,612,1422,589,,P
66000,,26,2723,551,1326,547,40.47,P
68500,1.6579,32,1286,271,694,236,40.45,P
78600,2.2768,14,2633,530,1324,513,40.46,P
80600,3.5978,-9999999,1804,321,782,300,40.45,P
98700,2.8611,17,1429,265,692,245,40.42,P
95500,3.0556,18,2102,377,1059,384,,P
59000,1.3571,26,1833,-9999999,939,408,40.39,
76400,1.8438,17,1682,332,887,316,40.39,P
101600,3.2788,26,695,126,319,124,40.48,P
66100,2.125,30,2502,523,1296,481,40.47,P
74800,2.0899,21,2333,514,1308,509,40.48,P
85400,3.3315,18,1748,337,921,327,,P
76400,2.1875,16,994,185,-9999999,181,40.44,P
97700,2.1496,16,3552,704,-9999999,658,40.47,
105700,2.8085,16,-9999999,501,1413,484,,P
98500,3.3005,12,3783,702,1970,639,40.39,P
76500,2.793,17,-9999999,578,-9999999,545,40.42,P
74500,1.7935,20,1182,250,512,210,40.75,P
93400,2.8036,27,1540,315,883,321,40.61,P
171200,4.5357,13,3013,486,1361,515,40.52,P
123200,2.125,22,2153,461,903,314,40.4,P
65800,1.8816,33,2149,498,631,273,41.06,
78800,2.2583,18,754,161,247,107,40.89,P
107800,2.7736,20,2701,573,-9999999,358,40.85,P
-9999999,,14,2721,627,1356,468,40.95,P
52000,2.225,-9999999,1183,276,513,206,40.97,P
65600,2.503,17,2816,639,1027,406,40.77,P
87500,3.15,14,821,170,477,129,40.69,P
141200,4.0132,14,3099,519,1447,494,40.64,P
-9999999,3.5189,17,3057,577,1497,556,40.55,P
99500,2.2993,13,4581,881,1799,734,,
80400,2.1513,8,2411,463,786,297,40.61,P
77400,2.7857,-9999999,2413,524,805,329,40.48,P
90300,1.7538,24,2237,434,834,318,40.9,P
77800,2.9063,31,1581,299,776,287,40.87,P
61300,3.0179,15,2909,549,1537,522,40.88,P
57800,2.267,17,2548,537,1118,461,40.89,P
64500,2.2337,23,1922,411,872,350,40.92,P
-9999999,2.3393,16,2668,516,915,362,40.82,P
88700,2.83,-9999999,2737,512,1168,442,41.12,P
77500,2.67,33,2029,378,936,343,41.04,P
72900,2.7778,32,1404,247,544,201,39.61,P
93000,2.46,14,-9999999,346,734,287,39.56,P
71000,1.8839,32,1516,289,304,131,39.66,P
62500,2.3625,-9999999,690,129,305,110,39.67,P
-9999999,3.8826,17,1791,356,432,190,39.63,P
-9999999,3.625,52,296,63,143,56,39.67,P
66600,1.875,48,1276,292,-9999999,145,39.56,P
-9999999,2.065,26,2286,444,498,216,39.52,P
43500,1.7885,40,3272,663,1467,553,,P
44000,1.74,28,4225,835,1908,686,41.86,P
58600,2.234,19,3599,695,1572,601,,P
55400,1.7639,21,2400,485,1109,443,41.81,P
61400,2.1607,17,-9999999,350,953,328,41.66,P
53500,1.8242,18,1867,424,802,314,41.95,P
64600,2.7222,25,2344,532,1117,424,41.86,P
-9999999,2.2976,25,-9999999,477,1000,390,41.8,P
65400,1.965,23,1654,369,669,273,,P
62000,2.3571,23,4017,792,1634,619,41.7,P
70100,2.4107,21,2010,360,947,-9999999,41.69,P
55700,2.0591,15,4206,922,1863,869,41.74,P
81300,3.3095,33,-9999999,459,1113,483,41.74,P
71200,1.8694,36,3319,664,-9999999,631,41.73,P
63200,2.2206,50,1525,-9999999,661,285,41.73,
57500,,15,3643,801,1784,743,41.72,P
94200,2.5357,19,2200,414,950,367,41.76,
100000,3.1062,19,2722,479,1108,430,41.63,
60900,2.2024,29,1729,355,848,328,41.53,P
79600,,20,4288,789,1800,660,41.48,P
61700,1.7292,31,1277,-9999999,600,241,41.46,
63300,1.6757,34,2773,679,-9999999,424,41.26,P
81100,2.7468,14,4453,797,-9999999,685,41.54,P
76100,3.125,19,3689,644,1544,566,41.43,P
46200,1.6509,45,-9999999,448,1155,421,41.43,P
53100,1.27,28,-9999999,419,929,370,41.41,P
80100,1.7448,23,-9999999,199,370,169,41.41,P
71900,1.1915,45,1393,294,521,249,41.31,
81500,2.1571,13,2300,513,1151,488,41.32,P
97100,2.4526,-9999999,4059,787,1700,702,41.31,P
110100,2.8036,15,5266,1031,2147,885,41.38,P
128800,3.4519,15,2740,503,1188,445,41.28,P
57500,2.0375,-9999999,178,40,55,25,41.21,P
65500,2.1898,40,1958,386,725,331,41.23,P
56000,1.5923,52,4513,985,-9999999,815,41.2,P
34200,1.0667,31,602,153,112,47,41.5,P
62900,2.2462,52,4019,824,1728,706,41.32,P
179500,5.1014,15,14125,2344,6456,2147,38.12,P
-9999999,4.9504,5,7854,1446,4361,1395,38.13,P
131000,3.1768,31,2766,604,1441,552,38.11,P
124600,3.0962,35,2122,400,-9999999,408,38.11,P
129900,3.8029,36,3018,557,1445,556,38.1,P
112700,3.1848,43,1939,353,968,392,38.11,P
93300,3.0221,38,931,181,566,207,38.1,P
111600,,40,2549,478,1275,494,38.1,P
-9999999,3.1204,44,2256,451,1057,426,38.1,P
111900,3.4559,44,3013,563,1353,512,38.1,P
88700,,47,2161,440,966,360,,P
127000,3.8667,37,4368,779,2083,741,38.09,P
171900,5.2957,18,6860,1079,3205,1058,38.09,P
96700,3.1053,37,2811,539,1574,516,38.08,P
94800,,37,4590,857,2920,832,38.08,
225200,5.8171,4,15654,2394,7025,2168,38.07,P
87900,,48,833,-9999999,652,165,38.09,P
90000,2.4875,26,-9999999,997,2539,965,38.09,P
162500,2.6098,13,-9999999,1194,-9999999,1081,38.07,
94600,1.3007,24,1213,395,699,386,38.1,P
133300,1.1835,30,3317,1058,1794,990,38.1,P
109400,2.3,52,248,86,173,69,38.1,P
109900,2.75,52,1780,373,824,317,38.1,P
147900,2.5042,52,2315,556,1113,486,38.1,P
97200,2.1411,52,1591,372,-9999999,357,38.1,P
92800,2.4201,46,4143,895,2240,847,38.1,P
103500,2.9432,-9999999,1851,356,849,307,38.1,P
107300,3.0507,52,2050,492,1277,463,38.11,P
99200,2.3241,42,1743,388,889,341,38.11,P
92800,2.5969,-9999999,1303,278,694,269,38.1,P
-9999999,4.2308,49,2715,435,1006,429,38.12,P
141500,4.0,47,3007,524,1152,486,38.11,P
148200,,52,2111,310,772,323,38.11,P
142900,3.2664,29,5154,-9999999,2459,1019,38.13,P
126900,4.0938,37,-9999999,564,1325,539,38.13,P
152400,4.2902,39,2967,500,1243,523,38.12,P
166900,4.0114,42,1625,255,578,243,38.12,P
109800,2.5865,47,1339,298,794,286,38.12,P
103100,2.6133,49,2365,504,1131,458,38.11,P
97900,2.1976,52,2846,705,1519,620,38.11,P
93800,1.9667,-9999999,793,216,505,194,38.11,P
98400,1.7411,52,1560,353,670,287,38.11,P
109700,2.6708,52,2573,639,1238,529,,P
-9999999,3.1025,28,3102,734,1623,639,38.12,P
111800,2.6937,45,4423,1001,2109,874,38.12,P
-9999999,2.7375,-9999999,5266,1167,3124,1025,38.12,P
121900,4.0515,26,3699,-9999999,2388,699,38.15,P
-9999999,4.0156,34,963,159,392,176,38.14,P
123700,4.5053,16,3921,727,2830,680,38.15,P
150600,5.3785,12,5382,928,3928,921,38.12,P
91200,1.6368,28,3072,790,1375,705,38.13,P
131600,3.724,15,8479,1759,5008,1646,38.14,P
144100,4.4529,10,6817,1188,4163,1135,38.15,P
123600,3.7014,24,2917,543,1878,531,38.15,P
-9999999,5.5138,7,5129,820,2824,738,38.15,P
86400,1.756,33,1253,238,753,236,38.15,P
90400,2.3056,36,1412,260,792,268,38.14,P
-9999999,2.6466,-9999999,2804,587,1083,573,38.04,P
185100,3.1373,52,1888,457,830,408,38.05,P
208300,4.6776,34,2434,428,926,423,38.05,P
217500,4.6406,20,3000,525,1207,491,38.07,P
201800,5.3288,10,4976,849,2089,803,38.07,P
219700,6.4599,15,2125,278,857,272,38.07,
190300,4.5321,14,6360,1236,2876,1127,38.07,P
187100,4.4397,16,3515,626,1764,626,38.06,P
-9999999,5.3661,10,3008,532,1381,-9999999,38.06,P
229200,6.4232,7,18392,2782,8276,2742,38.08,P
210000,4.4821,5,9567,1729,4620,-9999999,38.1,
166300,6.3735,8,614,118,278,115,,P
150600,3.2891,27,3794,772,1756,724,38.05,P
143100,4.6761,31,3401,616,1750,602,38.07,P
122500,2.3929,11,673,145,-9999999,137,38.09,P
170200,3.3281,40,1538,255,669,263,38.26,P
-9999999,6.5891,17,1625,239,703,224,38.29,P
393000,8.0113,18,1953,265,658,270,38.29,P
320400,7.2589,21,2475,341,812,308,38.23,P
176100,5.3345,4,-9999999,495,1497,454,38.16,P
161300,5.2523,7,4093,651,2228,646,38.17,P
197700,6.0487,15,1173,146,450,154,38.26,P
195000,5.3102,13,-9999999,1042,3193,983,38.24,P
171300,5.0672,14,6920,996,3196,978,38.27,P
173400,,8,6761,1234,3237,1177,38.27,P
305200,6.8872,2,-9999999,858,2012,654,38.3,P
135000,3.676,12,3861,795,2129,806,38.28,P
130600,5.2527,25,3304,493,1464,488,38.28,P
144000,4.4882,15,5114,833,2418,778,38.28,P
223900,6.6779,5,1569,199,713,209,,P
161700,4.962,3,7030,1191,3238,1055,38.28,P
187100,5.4399,4,8778,1291,4010,1188,38.29,P
162500,2.5313,36,263,73,88,42,38.15,P
98900,2.6827,32,1070,199,631,195,38.26,P
99000,3.815,37,1336,251,680,231,38.25,P
99000,3.3153,36,1818,323,953,298,38.25,P
107200,3.3598,34,1562,289,898,307,38.25,P
105900,3.3839,-9999999,1248,221,672,222,38.26,P
129800,3.5464,-9999999,-9999999,1635,4390,1567,38.24,P
94200,2.8438,38,1214,244,632,254,38.25,P
105400,6.2299,39,199,36,101,38,38.25,P
105900,2.7885,-9999999,3082,702,1795,703,38.26,P
92200,2.7167,37,1176,291,648,271,38.25,P
110400,3.0938,32,1203,287,571,255,38.25,P
125000,2.4,52,582,131,241,106,38.25,
126300,3.0912,21,7195,1416,3927,1377,38.26,P
129600,,16,8517,1910,4508,1837,38.27,P
118500,,24,3580,735,-9999999,731,38.27,P
108500,,25,4617,1046,2685,-9999999,38.26,P
104700,2.5896,27,3440,787,2085,748,38.26,P
101100,3.1389,35,1940,384,1177,403,38.25,P
99100,3.2115,20,2237,-9999999,1169,425,38.27,P
120400,3.2061,20,3899,-9999999,2198,779,38.26,P
126600,4.0619,17,9089,1542,4758,1520,38.27,P
131600,3.6335,8,2894,602,1566,572,38.26,P
191300,5.2636,1,2062,343,872,-9999999,,P
-9999999,5.4074,16,1104,164,495,156,38.24,P
87500,1.6875,22,2761,757,2612,641,38.24,P
92900,1.9954,30,2081,456,1005,438,,P
134800,4.0905,13,3334,541,1923,-9999999,38.25,P
137900,3.8583,11,6550,1149,3570,1123,38.25,P
131300,4.6779,16,1081,181,792,184,,P
126500,3.1176,10,-9999999,454,1255,429,38.25,P
142900,4.9222,7,11768,1893,6657,1874,38.25,P
140400,4.9103,4,2487,440,1545,452,38.25,P
139700,4.5987,12,4132,710,-9999999,633,38.26,P
137500,3.1979,16,4138,758,1762,723,38.27,P
261100,6.0842,18,921,126,368,120,38.26,P
81300,2.5681,35,10869,2226,9879,2152,38.27,
120100,2.8357,17,7973,1591,2899,1502,38.37,P
143800,3.2396,14,1156,216,-9999999,227,38.37,P
78600,1.0208,25,182,48,71,52,38.38,P
205100,5.0346,-9999999,4953,735,1791,562,38.36,P
250000,4.6719,17,1824,348,934,305,38.48,P
281200,4.9773,12,2344,354,1035,321,38.44,P
298400,4.945,11,2838,429,1331,426,38.41,P
245800,3.4741,17,3053,595,1434,557,38.41,P
232800,5.1534,19,3011,551,1665,535,38.43,P
260900,4.5,15,1263,211,665,208,38.41,P
193800,2.7051,26,2056,413,933,367,38.37,P
-9999999,6.0252,15,2857,373,1325,359,38.34,P
143500,3.6036,14,3035,680,1597,663,38.34,P
150200,5.8269,16,2084,292,1099,292,38.35,
140100,4.412,8,3157,559,1758,569,38.35,P
181000,6.1112,2,7747,1133,-9999999,1083,38.34,P
142100,4.2324,9,4999,874,2687,817,38.34,P
158300,4.976,3,7985,1257,3664,1215,38.33,P
130600,,12,5127,998,2749,976,38.32,P
250000,4.875,25,185,32,85,32,38.31,P
137500,10.2264,45,19,5,7460,6,38.32,P
101700,2.433,33,1083,217,562,203,38.36,P
102900,2.4659,45,1778,339,839,319,38.35,P
126000,2.5707,38,1918,364,745,348,38.35,P
118900,4.2115,34,1084,187,561,198,38.35,P
158500,3.6176,24,-9999999,116,300,-9999999,38.35,P
189700,3.8651,18,-9999999,723,1600,697,38.35,P
315200,7.1053,15,476,67,213,73,38.36,P
112500,4.163,30,140,35,103,35,38.36,P
122000,3.7388,-9999999,5678,1116,3182,1135,38.35,P
127200,4.5568,11,1500,319,899,304,38.34,P
117300,4.0938,20,1415,266,667,250,38.35,P
140300,3.89,7,3292,-9999999,1911,702,38.34,P
218800,,11,3208,790,1772,694,38.36,P
132600,4.4375,16,1697,267,832,277,38.35,P
134800,4.0536,13,3616,672,2022,652,38.34,P
126800,4.0329,16,2331,450,1074,400,38.34,P
129500,,18,3876,916,2386,867,38.34,P
132200,4.0433,16,1470,261,748,256,,P
-9999999,4.2137,13,3252,610,1915,631,38.34,P
136000,5.5435,34,432,65,208,71,38.35,P
173400,6.0704,16,2509,366,1043,339,38.38,P
175700,5.778,16,3996,550,1673,539,38.37,P
146200,4.9583,28,1967,315,734,291,,P
216400,6.0767,16,808,137,371,145,38.38,P
198000,6.4894,16,2495,331,1118,338,38.37,P
228200,5.9441,15,1176,-9999999,485,171,38.36,P
191900,5.1781,3,9488,1417,4095,1335,38.39,P
111500,2.8438,21,-9999999,675,2018,642,38.37,P
-9999999,,24,2434,630,1538,574,38.36,P
125000,3.625,18,1048,185,469,162,38.37,P
117600,3.2768,35,2728,451,1290,452,38.36,P
118800,2.7262,34,2735,539,1390,491,38.36,P
84400,3.5179,33,146,-9999999,75,31,38.36,P
135600,3.3438,34,1502,282,860,297,38.36,P
210000,,26,1974,364,1002,362,38.36,P
178500,3.9309,18,4518,827,2230,715,,P
93800,3.9306,19,686,107,348,109,38.41,P
128500,3.7061,24,1951,341,1140,338,38.45,P
154800,3.7083,10,6331,1181,3419,1110,38.46,P
166500,5.0862,2,790,-9999999,235,87,38.43,P
146400,4.8611,15,5115,776,2540,-9999999,38.45,P
107500,3.2672,32,2139,440,1154,411,,P
-9999999,2.3438,36,839,158,446,167,38.45,P
98100,2.2244,24,1307,314,917,291,38.43,P
133100,3.9286,-9999999,1674,297,756,292,38.43,P
212500,2.625,32,1495,333,905,281,38.25,P
96400,3.2937,33,1808,363,824,340,38.16,P
94900,2.2888,46,2292,472,970,431,38.16,P
164400,3.0288,40,1266,257,547,247,38.13,P
115800,4.8173,22,1910,326,1001,345,38.15,P
81300,,33,596,105,212,94,38.13,P
308400,4.5313,25,3282,566,1244,483,38.27,P
251800,3.5647,33,1486,290,781,274,38.22,P
254700,2.7457,37,1549,-9999999,863,-9999999,38.16,P
257900,3.5507,24,1946,400,718,380,38.3,P
209500,3.4031,-9999999,4885,988,2175,924,38.3,P
333300,4.7356,18,1479,246,550,217,38.31,P
233500,1.9487,25,3106,715,-9999999,665,38.34,P
-9999999,,21,2423,560,1098,503,38.29,P
271700,3.5982,35,1762,350,686,339,38.29,P
297600,5.7984,20,3306,503,1374,460,38.28,P
208000,2.5658,14,3732,846,1277,775,38.29,P
262300,4.2237,25,5024,881,1994,838,38.27,P
248300,5.2155,18,2405,390,-9999999,367,38.27,P
332300,5.795,22,3577,553,1371,501,38.32,P
195500,3.3098,30,1631,-9999999,788,284,38.32,P
195500,3.25,27,3078,597,1411,586,38.31,P
193600,3.3571,14,2844,602,1613,544,38.3,
171300,2.652,17,2703,550,1241,515,38.3,P
242100,3.8,26,1726,289,672,251,38.29,P
-9999999,3.5625,8,5092,988,1657,936,38.27,P
261000,4.3472,15,2411,446,1144,407,38.34,
176000,3.2727,17,3308,720,1587,632,38.32,P
192100,3.1375,31,1701,363,680,324,38.32,P
166200,2.3276,29,2375,560,1124,502,38.31,P
186800,2.7727,19,2398,521,1266,471,38.31,P
149300,3.1129,42,2106,533,1141,445,38.32,P
211700,,24,2220,411,894,365,,P
306600,4.7237,27,3800,728,1587,605,38.38,P
295700,4.1307,36,1860,364,777,339,38.4,P
165100,3.075,25,1566,352,784,362,38.35,P
202800,3.7969,40,2725,531,1167,458,38.36,P
190100,4.7,25,2990,450,1335,434,38.24,P
-9999999,3.4896,17,1728,271,897,284,38.24,P
193800,2.9871,18,2042,420,914,400,38.23,P
201800,6.204,19,1687,253,893,257,38.24,P
204900,5.2452,18,2915,418,1340,421,38.25,P
204500,4.725,16,1410,209,741,229,38.24,P
188500,5.0849,18,2933,481,1279,-9999999,38.24,P
198400,4.8603,16,2621,416,1247,386,38.24,P
181900,3.7115,20,3460,602,1707,-9999999,38.25,P
156500,4.0341,33,1369,280,758,246,38.24,P
170200,4.0962,33,1453,250,677,237,,
215200,4.6833,17,2864,-9999999,1482,547,38.26,P
189100,2.875,20,1888,411,826,396,38.25,P
196500,4.6534,24,2388,358,-9999999,362,38.25,P
250500,5.3707,7,-9999999,1028,2902,1010,38.27,P
246300,3.6392,8,5875,1115,2808,1029,38.17,P
234500,5.1391,9,4764,816,2077,755,38.27,P
202300,4.6069,7,7808,1390,3551,1392,38.26,P
75000,2.1696,16,1523,308,477,315,38.27,P
145500,2.5179,45,1615,338,823,327,38.24,P
194100,3.0139,45,2264,504,1076,472,38.23,P
-9999999,3.0769,52,1075,249,519,210,38.23,P
228800,4.075,49,2300,463,1061,429,38.23,P
232100,4.0417,34,878,160,372,167,38.22,
267100,5.565,17,2652,342,1199,350,38.22,P
291100,6.2034,22,2933,461,1283,449,38.21,P
223800,4.0703,37,1966,348,875,381,38.23,P
200800,3.1711,52,1735,347,712,343,38.23,P
252300,3.3011,52,2156,469,1070,467,38.23,P
200600,3.45,52,1923,393,910,345,38.23,P
251300,4.3056,39,2889,517,1351,489,38.2,P
244000,2.5202,52,1621,393,635,349,,P
151600,3.7917,40,1974,-9999999,1039,398,38.24,P
193300,3.402,23,4030,813,1852,778,38.25,P
243600,4.95,24,1948,310,922,313,38.24,P
227600,4.275,49,3273,579,1431,539,38.24,P
162600,,31,2554,515,-9999999,533,38.25,P
285000,,32,2344,434,1066,384,38.27,P
288500,,32,-9999999,235,660,206,38.25,P
306000,3.8269,29,1315,240,650,228,38.25,
261800,5.0544,-9999999,2644,464,1372,450,38.24,
268000,3.2442,32,3201,542,1869,519,38.29,P
317700,4.385,35,3941,645,1668,620,38.26,P
310300,3.5673,47,2090,387,1053,377,38.23,P
162500,2.4117,16,3049,609,1675,618,38.35,P
248000,4.3906,26,1644,294,801,291,38.31,P
292700,3.7875,28,1915,419,930,342,,P
292100,3.3827,30,3919,743,1693,693,38.3,P
209600,2.5819,44,743,155,434,162,38.34,P
183600,4.6324,16,3741,698,1938,658,38.32,P
-9999999,,13,4011,936,2064,914,38.33,P
258100,4.1964,14,3155,-9999999,1208,501,38.31,P
158700,3.6369,16,1244,242,696,236,38.33,P
172400,5.6613,15,2536,414,1400,426,,P
163500,3.733,23,2846,516,1526,492,38.34,P
160400,3.0078,26,1887,381,1060,364,38.33,P
121600,2.6033,22,1249,335,699,308,38.34,P
156300,3.375,26,1584,295,-9999999,295,38.33,P
255300,7.226,12,1550,187,685,188,38.35,P
135500,4.0071,15,3091,697,1602,682,38.34,P
104200,2.3464,11,2242,699,1203,642,38.35,P
146500,3.7813,14,2313,411,954,-9999999,38.35,P
67500,1.6033,14,1555,369,493,335,38.35,P
154500,2.8261,19,-9999999,676,1782,-9999999,38.34,P
162000,3.1781,23,2744,588,1493,-9999999,38.34,P
214000,4.8233,8,6322,-9999999,2969,1043,,
253000,5.6018,16,2355,345,1014,348,38.37,P
191800,4.4444,16,1689,254,921,270,38.35,P
177500,2.4827,6,5496,1374,2502,1189,38.36,P
257800,5.0366,16,1328,187,607,197,38.35,P
227100,4.221,-9999999,5817,878,2538,876,38.36,
325400,5.1966,15,2153,345,979,335,38.34,P
184100,4.3278,8,7520,1336,3833,1287,38.36,P
165400,4.0844,12,3876,782,2146,764,,P
-9999999,3.9518,4,8072,1606,4323,1475,38.33,P
160200,,16,1683,341,880,327,38.34,P
-9999999,3.1047,32,2826,627,1767,628,38.4,P
114100,1.6685,28,1585,412,1362,424,38.43,P
129200,1.6267,23,1569,414,1031,368,38.42,P
140600,1.439,17,1690,464,833,445,38.4,P
168100,2.0915,16,4922,1211,2557,1088,38.39,P
324700,6.5261,10,9772,-9999999,-9999999,1242,38.4,P
215900,4.3657,17,-9999999,-9999999,2614,887,38.44,P
196400,4.3587,29,2551,448,1165,456,38.44,P
191900,3.5885,18,2723,529,1150,520,38.43,P
343100,6.8586,21,1059,150,400,154,38.4,P
344100,5.7204,15,-9999999,280,786,282,38.37,P
196400,4.5588,-9999999,1804,304,750,298,38.43,P
202700,3.2813,17,2007,400,895,403,38.43,P
208400,4.023,14,5315,1037,2228,950,38.42,P
334400,,29,488,63,161,62,38.43,P
246900,3.3981,15,2936,517,1182,501,38.46,P
259800,4.6957,13,7731,1360,2543,1249,38.42,P
269200,3.9375,10,3597,661,1132,639,38.43,P
201200,3.183,14,1665,390,505,-9999999,38.44,P
216700,3.4561,20,2791,546,785,512,38.43,P
384600,5.93,20,1151,211,478,183,38.41,P
221100,2.6023,14,2364,631,1300,625,38.46,P
293500,4.4375,26,2081,339,906,323,38.45,P
242600,2.9222,24,-9999999,525,1027,510,38.45,P
172200,3.2415,32,3771,741,1786,721,38.44,P
169700,2.9107,29,2796,588,1346,562,38.44,P
190600,3.9766,47,904,154,310,144,38.45,P
163100,4.0139,36,1686,303,744,304,38.45,P
161200,2.7222,40,1449,281,636,295,38.44,P
168300,3.5521,35,1356,241,620,216,38.44,P
161200,3.4545,36,1311,259,648,268,38.44,P
178300,3.2845,45,883,202,401,194,,P
183000,3.9191,36,1943,337,711,318,38.45,P
193200,3.8583,31,1808,315,691,280,38.44,
-9999999,2.1912,42,709,182,547,172,38.44,P
157800,3.2935,35,1304,343,822,304,38.44,P
-9999999,2.2262,52,1439,325,738,316,38.43,P
124000,1.5026,38,1689,526,1071,529,38.43,P
137500,1.5357,52,1059,281,627,273,38.44,P
258300,1.3684,52,988,283,475,242,38.44,P
350000,1.7,27,966,251,462,230,38.44,P
164800,1.9932,29,1706,415,990,394,38.47,P
157000,2.9073,35,1445,309,795,308,38.46,P
175500,3.1467,41,1743,373,780,357,38.45,P
169400,2.314,42,1574,376,844,369,38.46,P
159300,,41,1974,482,965,458,38.46,P
167200,3.0444,36,2175,516,1087,477,38.46,P
185400,2.9663,39,2739,573,1223,569,38.45,P
222100,3.455,48,3118,561,1275,530,38.45,P
233300,1.125,26,2011,557,855,530,38.45,P
188800,2.1827,52,2259,537,957,520,38.45,P
244600,,15,1575,262,716,259,38.48,P
194300,2.4722,16,3452,791,1567,731,38.47,P
202900,4.7143,17,3201,527,1244,495,38.46,
190300,3.0568,19,1848,428,1130,433,38.47,P
141300,2.3929,15,1811,406,718,403,38.46,P
213300,3.9261,23,3220,603,1299,591,38.46,P
240200,5.0415,29,2891,459,1012,441,38.46,P
275900,5.0,32,2970,504,1117,512,38.46,P
240500,4.1734,39,2015,335,640,315,38.45,P
289100,6.0298,23,2296,-9999999,902,334,38.48,P
381300,7.3003,19,-9999999,711,1926,625,38.46,P
330900,6.6104,15,5645,830,2324,769,38.5,P
190300,4.2051,16,2697,490,1462,515,38.48,P
186200,2.825,16,2724,593,1124,586,,P
172600,3.7617,23,2246,437,1035,386,38.47,P
187800,4.0647,14,2096,420,926,397,38.46,P
-9999999,3.267,21,2066,393,919,395,38.48,P
190500,4.75,20,2806,-9999999,1369,460,38.47,P
-9999999,6.6854,-9999999,3364,501,1442,506,38.51,P
255700,,19,3244,449,-9999999,454,38.48,P
214400,3.858,24,2268,330,847,296,38.47,P
341500,6.6004,17,1528,264,606,251,38.48,P
265200,4.5167,24,2409,464,1006,403,38.54,P
265600,5.7819,19,2107,332,874,341,38.5,P
231800,5.5061,17,1090,164,473,163,38.48,P
254200,5.4886,6,6719,1016,2699,997,38.54,P
192000,2.4922,-9999999,2511,549,1052,527,38.52,P
248300,3.75,18,4839,918,2755,841,38.5,P
224100,3.055,-9999999,2073,388,826,-9999999,38.52,P
252100,5.449,16,4196,638,-9999999,615,38.5,P
135400,,14,4042,1298,2323,1158,38.46,P
156500,3.7266,16,1834,391,994,390,38.47,P
161700,3.0714,16,1426,287,525,260,38.47,P
91500,2.6607,9,2268,594,1311,585,38.46,P
178300,4.551,12,-9999999,670,1882,-9999999,38.48,
197400,4.5417,4,6487,1112,2958,-9999999,38.48,P
191000,3.1662,7,6837,1417,3468,1405,,P
248600,4.745,28,3580,611,1634,567,38.46,P
142800,3.0147,13,4323,1020,2566,728,38.46,P
146900,2.6384,16,2653,606,1693,586,,P
-9999999,4.5152,14,4742,-9999999,2149,732,38.46,P
-9999999,4.2061,14,4794,767,2252,768,38.46,P
150000,1.722,14,2324,754,1026,677,38.46,
170900,3.9329,17,-9999999,588,1704,590,38.45,P
179200,4.0798,25,2696,496,1296,514,38.45,P
147900,2.6576,23,2819,612,1644,546,38.44,P
140300,3.875,20,2919,508,-9999999,500,38.44,P
140400,3.1797,48,707,166,458,172,38.44,P
145000,2.3824,35,1120,297,659,274,38.44,P
146200,2.4,28,1073,241,652,238,38.44,P
129200,0.9437,-9999999,188,62,301,72,38.44,P
164300,3.5845,17,-9999999,497,1240,493,,P
142300,3.0341,11,-9999999,1007,2430,962,38.43,P
167600,3.7132,15,3265,690,1629,629,38.43,P
183600,3.6292,8,5823,1104,2864,1041,38.45,P
304700,4.6792,23,1551,236,555,243,,
170200,4.7283,11,2895,524,1633,534,38.44,P
180000,3.8244,14,4376,-9999999,1809,746,38.44,P
345300,3.9766,14,4143,656,1569,629,38.44,P
185600,5.038,9,4967,-9999999,2581,915,38.42,P
141000,2.375,42,2050,434,1073,-9999999,38.42,P
143200,2.1864,29,2677,691,1880,664,38.43,P
131100,2.5735,-9999999,2020,476,1408,437,38.43,P
146000,1.9458,26,1168,253,937,248,38.42,P
143800,3.0969,26,3604,734,2605,704,38.42,P
150000,4.3523,26,1446,296,884,295,38.42,P
152300,2.8036,30,2099,406,1156,401,38.42,P
157300,2.975,-9999999,3689,746,2250,697,38.4,P
183300,3.1094,40,1389,309,841,288,38.37,P
149100,2.6667,36,1599,345,-9999999,314,38.43,P
144000,2.5917,43,1351,277,1011,297,38.41,P
197500,2.75,35,2611,475,1293,463,38.39,P
165000,3.9688,17,3150,588,1857,610,38.41,P
169300,2.785,32,701,182,489,-9999999,38.41,P
237300,2.9625,29,2756,-9999999,1381,531,38.42,P
244400,3.6667,38,1166,223,584,225,38.42,P
204600,4.125,19,2191,391,1065,404,38.41,P
178500,3.1217,37,2217,451,1019,428,38.4,P
194400,3.6696,15,3080,617,1446,599,38.4,P
175000,3.7991,21,795,163,414,162,38.37,P
215900,3.8846,40,2406,423,1054,426,38.4,P
257200,4.1731,26,-9999999,315,909,317,38.37,P
166700,2.9453,26,2273,474,1124,420,38.39,P
216900,4.4357,16,1688,292,793,280,38.39,
260300,2.462,19,1765,394,868,388,38.39,P
233700,3.625,22,1288,243,593,220,38.39,P
240900,4.7422,32,1437,257,752,245,38.39,P
259900,4.5132,27,2565,479,1227,-9999999,38.38,P
222400,5.0323,30,2260,374,958,359,38.35,P
271400,4.5147,34,1138,205,541,180,38.39,P
290700,4.5875,32,2054,-9999999,843,306,38.33,P
244100,3.9917,25,3067,569,1602,550,38.33,P
